name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Burnley,2021-10-09,15.9,12.8,14,15.9,12.8,14,12.4,90.6,0.174,100,12.5,rain,0,0,16.4,9,214.1,1028.4,95.6,13.8,39.3,3.4,1,,2021-10-09T07:25:31,2021-10-09T18:25:54,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-10,14,9.9,12,14,9,12,9.2,83.7,0.416,100,12.5,rain,0,0,28.3,18.1,303.6,1030.2,37.3,34,112.2,9.6,5,,2021-10-10T07:27:22,2021-10-10T18:23:32,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E8328,03346099999,03318099999,D6643,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-11,14.5,8.1,10.8,14.5,6.2,10.1,7.7,82,0,0,0,,0,0,33.1,19.4,302.9,1030.4,51.8,37.4,109,9.3,5,,2021-10-11T07:29:13,2021-10-11T18:21:10,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E8328,03318099999,03346099999,D6643,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-12,14,10.7,12.2,14,10.7,12.2,10.4,88.9,0.517,100,25,rain,0,0,35.3,18.2,318.5,1025.9,86.1,40.7,39.3,3.3,2,,2021-10-12T07:31:04,2021-10-12T18:18:49,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E8328,03318099999,03346099999,03344099999,F1692,03265099999,03316099999,03351099999"
Burnley,2021-10-13,13.8,10.5,11.9,13.8,10.5,11.9,10.3,90,0.649,100,16.67,rain,0,0,40.7,20.2,297.5,1026.5,94.7,30.3,30.7,2.6,2,,2021-10-13T07:32:56,2021-10-13T18:16:28,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-14,13.6,10.7,12,13.6,10.7,12,9,82.1,0.126,100,4.17,rain,0,0,49.3,26.4,265,1020.5,89.7,36.4,50.6,4.4,4,,2021-10-14T07:34:48,2021-10-14T18:14:08,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-15,12.2,4.3,8.2,12.2,2.5,7.1,4.7,79.5,1.402,100,16.67,rain,0,0,40.8,22.4,16.3,1020.7,45.1,40.6,91.3,7.9,4,,2021-10-15T07:36:40,2021-10-15T18:11:49,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-16,13.3,4.6,9.2,13.3,2.9,8.7,6.7,84.5,0.022,100,4.17,rain,0,0,22,13.9,198.2,1018.8,86.8,28.7,48.3,4,2,,2021-10-16T07:38:33,2021-10-16T18:09:31,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-17,14.3,11,12.6,14.3,11,12.6,11,90.3,1.232,100,37.5,rain,0,0,35.9,20.1,204.7,1013.6,97.5,15.9,34.1,3,2,,2021-10-17T07:40:26,2021-10-17T18:07:14,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E8328,03346099999,03318099999,03344099999,03265099999,03316099999,03351099999"
Burnley,2021-10-18,15.4,10.4,13.2,15.4,10.4,13.2,11.8,91.2,2.819,100,25,rain,0,0,33.2,19.9,190.2,1012.4,76.3,19.2,16.5,1.3,1,,2021-10-18T07:42:19,2021-10-18T18:04:57,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E8328,03346099999,03318099999,D6643,03344099999,03265099999,03316099999,03351099999"
